datetime_ist,date,time,cwc_rainfall_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_72h_mm,pore_pressure_kpa,pore_pressure_mbar,pressure_change_24h_kpa,tilt_deg,pitch_deg,roll_deg,yaw_deg,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_dps,gyro_y_dps,gyro_z_dps,landslide_risk_score,landslide_risk_level,landslide_event
17-07-2024 23:00,17-07-2024,23:00:00,0,5.33,25.66,108.87,5.44,54.4,-0.278,1.742,1.301,1.131,5.479,-0.0068,0.0004,9.8037,0.081,0.025,0.0004,0.1299,LOW,0
18-07-2024 00:00,18-07-2024,00:00:00,5,5,30.66,113.87,5.547,55.47,-0.122,1.745,1.318,1.143,5.086,0.0154,0.0075,9.7744,0.0818,-0.1771,0.0168,0.1169,LOW,0
18-07-2024 01:00,18-07-2024,01:00:00,0,5,30.66,113.87,5.458,54.58,-0.164,1.748,1.306,1.135,5.39,0.0169,-0.0155,9.8013,0.1215,-0.1805,-0.0501,0.064,LOW,0
18-07-2024 02:00,18-07-2024,02:00:00,0,5,30.66,113.87,5.428,54.28,-0.141,1.757,1.302,1.134,5.361,0.0228,-0.0203,9.8163,-0.0248,-0.0177,0.032,0.1307,LOW,0
18-07-2024 03:00,18-07-2024,03:00:00,0,5,30.66,113.87,5.417,54.17,-0.051,1.76,1.302,1.134,5.464,-0.0006,-0.018,9.7943,-0.0952,-0.0456,-0.0036,0.1545,LOW,0
18-07-2024 04:00,18-07-2024,04:00:00,2.88,7.88,16.18,116.75,5.428,54.28,-0.419,1.758,1.304,1.136,5.177,-0.0039,-0.0019,9.8237,-0.0357,0.0355,-0.1228,0.1403,LOW,0
18-07-2024 05:00,18-07-2024,05:00:00,0,7.88,16.18,116.75,5.383,53.83,-0.535,1.757,1.298,1.133,5.434,0.0205,-0.0077,9.7958,0.0359,-0.0299,-0.039,0.1327,LOW,0
18-07-2024 06:00,18-07-2024,06:00:00,0,2.88,16.18,116.75,5.28,52.8,-0.67,1.762,1.284,1.124,5.439,0.0102,-0.0018,9.8105,0.2728,0.1065,-0.0368,0.1148,LOW,0
18-07-2024 07:00,18-07-2024,07:00:00,0,2.88,16.18,116.75,5.252,52.52,-0.735,1.758,1.28,1.123,5.554,0.0037,-0.0035,9.8345,-0.04,-0.0832,-0.1311,0.1167,LOW,0
18-07-2024 08:00,18-07-2024,08:00:00,0,2.88,16.18,116.75,5.215,52.15,-0.755,1.76,1.276,1.12,5.461,-0.0307,-0.0047,9.7915,0.0199,0.1141,-0.0511,0.1124,LOW,0
18-07-2024 09:00,18-07-2024,09:00:00,0,2.88,16.18,116.75,5.184,51.84,-0.802,1.767,1.272,1.119,5.503,-0.0048,-0.0038,9.8137,0.072,0.0897,0.0759,0.1262,LOW,0
18-07-2024 10:00,18-07-2024,10:00:00,0,0,16.18,116.75,5.11,51.1,-0.812,1.78,1.262,1.113,5.272,-0.0065,0.0053,9.8263,-0.0708,0.0257,0.0239,0.0906,LOW,0
18-07-2024 11:00,18-07-2024,11:00:00,0,0,16.18,116.75,5.029,50.29,-0.854,1.787,1.251,1.106,5.409,-0.004,0.0155,9.8163,-0.0125,0.0035,-0.0632,0.0871,LOW,0
18-07-2024 12:00,18-07-2024,12:00:00,0,0,16.18,116.75,4.958,49.58,-0.809,1.785,1.241,1.1,5.579,-0.0121,0.002,9.8352,-0.0864,-0.0519,0.0503,0.0565,LOW,0
18-07-2024 13:00,18-07-2024,13:00:00,0,0,16.18,116.75,4.931,49.31,-0.782,1.781,1.238,1.099,5.364,-0.0059,0.0074,9.7965,0.0115,0.0513,0.0017,0.0725,LOW,0
18-07-2024 14:00,18-07-2024,14:00:00,7.71,7.71,23.89,124.45,5.034,50.34,-0.625,1.786,1.254,1.11,5.518,0.0222,-0.0165,9.8065,0.0471,-0.0173,0.0414,0.0981,LOW,0
18-07-2024 15:00,18-07-2024,15:00:00,0,7.71,20.92,124.45,5.036,50.36,-0.629,1.786,1.255,1.112,5.309,0.014,0.0211,9.7862,-0.0654,0.0066,-0.0345,0.0878,LOW,0
18-07-2024 16:00,18-07-2024,16:00:00,3.3,11,24.21,127.75,5.074,50.74,-0.558,1.777,1.262,1.117,5.399,0.0069,0.0077,9.7935,-0.0332,0.0686,0.0096,0.1044,LOW,0
18-07-2024 17:00,18-07-2024,17:00:00,0,11,24.21,126.23,5.034,50.34,-0.525,1.794,1.257,1.114,5.233,0.0052,0.023,9.7846,0.1416,-0.1206,-0.0808,0.1566,LOW,0
18-07-2024 18:00,18-07-2024,18:00:00,0,11,18.88,126.23,4.959,49.59,-0.597,1.796,1.247,1.108,5.418,-0.0152,-0.0038,9.7896,-0.0049,-0.0035,0.0611,0.0917,LOW,0
18-07-2024 19:00,18-07-2024,19:00:00,0,11,18.88,126.23,4.95,49.5,-0.596,1.804,1.246,1.109,5.328,0.008,-0.0037,9.8125,-0.0596,-0.0058,-0.028,0.0893,LOW,0
18-07-2024 20:00,18-07-2024,20:00:00,0,3.3,18.88,126.23,4.916,49.16,-0.614,1.803,1.242,1.107,5.567,0.0084,-0.02,9.7654,-0.0343,0.0585,-0.0153,0.1127,LOW,0
18-07-2024 21:00,18-07-2024,21:00:00,0,3.3,18.88,106.25,4.835,48.35,-0.687,1.803,1.231,1.1,5.675,0.0001,0.0128,9.7927,0.0195,0.0761,-0.0301,0.0322,LOW,0
18-07-2024 22:00,18-07-2024,22:00:00,19.59,19.59,38.48,125.84,5.262,52.62,-0.214,1.805,1.296,1.144,5.225,-0.0191,-0.0202,9.8174,-0.0136,0.0291,0.0425,0.1368,LOW,0
18-07-2024 23:00,18-07-2024,23:00:00,0,19.59,38.48,125.84,5.257,52.57,-0.183,1.804,1.296,1.145,5.284,0.0215,0.003,9.8192,0.0529,0.0221,0.0878,0.1553,LOW,0
19-07-2024 00:00,19-07-2024,00:00:00,1.39,20.98,34.86,127.23,5.331,53.31,-0.216,1.801,1.308,1.153,5.545,-0.0021,0.0161,9.8054,0.0391,0.0036,0.0265,0.1171,LOW,0
19-07-2024 01:00,19-07-2024,01:00:00,2.05,23.03,36.91,129.28,5.427,54.27,-0.031,1.815,1.324,1.164,5.343,0.0063,-0.0035,9.8188,-0.0282,0.1048,-0.0274,0.1656,LOW,0
19-07-2024 02:00,19-07-2024,02:00:00,0,23.03,36.91,119,5.493,54.93,0.065,1.818,1.334,1.172,5.425,0.0122,-0.0019,9.8216,0.0869,0.032,0.0205,0.1315,LOW,0
19-07-2024 03:00,19-07-2024,03:00:00,0,23.03,36.91,106.88,5.481,54.81,0.064,1.81,1.334,1.172,5.618,-0.0225,0.0294,9.8214,-0.0206,0.0383,0.085,0.147,LOW,0
19-07-2024 04:00,19-07-2024,04:00:00,0,3.44,34.03,106.88,5.464,54.64,0.036,1.811,1.332,1.172,5.622,0.0228,-0.0365,9.81,0.057,-0.0556,-0.0513,0.0871,LOW,0
19-07-2024 05:00,19-07-2024,05:00:00,0,3.44,34.03,106.88,5.416,54.16,0.034,1.803,1.326,1.168,5.282,-0.0192,-0.0027,9.7843,-0.1343,0.0213,0.0559,0.1023,LOW,0
19-07-2024 06:00,19-07-2024,06:00:00,5.32,7.37,39.35,112.21,5.483,54.83,0.203,1.799,1.337,1.176,5.671,-0.0022,-0.0163,9.8146,-0.0023,0.1186,0.071,0.1334,LOW,0
19-07-2024 07:00,19-07-2024,07:00:00,0,5.32,39.35,103.64,5.473,54.73,0.221,1.801,1.336,1.177,5.521,0.0219,0.008,9.8635,0.0131,-0.0158,-0.014,0.1018,LOW,0
19-07-2024 08:00,19-07-2024,08:00:00,0,5.32,39.35,103.64,5.467,54.67,0.252,1.805,1.336,1.177,5.562,-0.0184,0.0189,9.8329,0.1104,0.0021,0.029,0.0895,LOW,0
19-07-2024 09:00,19-07-2024,09:00:00,0,5.32,39.35,103.64,5.388,53.88,0.203,1.791,1.325,1.171,5.362,-0.005,-0.0172,9.8259,-0.0016,-0.0304,0.1337,0.1072,LOW,0
19-07-2024 10:00,19-07-2024,10:00:00,0,5.32,39.35,103.64,5.327,53.27,0.217,1.802,1.317,1.166,5.351,0.0123,0.0088,9.8526,0.0973,0.1485,0.0906,0.1011,LOW,0
19-07-2024 11:00,19-07-2024,11:00:00,0,5.32,39.35,103.64,5.33,53.3,0.3,1.799,1.319,1.167,5.235,0.0188,0.0052,9.8089,0.0481,-0.1105,0.0919,0.1068,LOW,0
19-07-2024 12:00,19-07-2024,12:00:00,6.99,6.99,46.35,110.63,5.455,54.55,0.497,1.799,1.338,1.181,5.296,-0.0198,0.0123,9.8016,-0.0839,0.0976,-0.0621,0.1286,LOW,0
19-07-2024 13:00,19-07-2024,13:00:00,0,6.99,46.35,109.5,5.445,54.45,0.514,1.809,1.338,1.182,5.528,-0.0162,-0.0068,9.7827,-0.1437,-0.0439,0.0086,0.1219,LOW,0
19-07-2024 14:00,19-07-2024,14:00:00,0,6.99,38.64,90.51,5.397,53.97,0.363,1.82,1.331,1.178,5.503,-0.0032,0.0169,9.7967,0.1579,-0.1976,0.0091,0.1116,LOW,0
19-07-2024 15:00,19-07-2024,15:00:00,0,6.99,38.64,90.51,5.385,53.85,0.349,1.818,1.331,1.178,5.543,0.0092,0.011,9.7985,0.1459,0.0458,-0.1113,0.0789,LOW,0
19-07-2024 16:00,19-07-2024,16:00:00,0,6.99,35.35,90.51,5.389,53.89,0.315,1.825,1.332,1.18,5.477,-0.0022,0,9.8441,0.0588,0.1948,-0.0707,0.1236,LOW,0
19-07-2024 17:00,19-07-2024,17:00:00,0,6.99,35.35,85.65,5.42,54.2,0.386,1.827,1.338,1.184,5.447,0.0002,-0.0027,9.7491,-0.0246,0.0555,-0.04,0.1413,LOW,0
19-07-2024 18:00,19-07-2024,18:00:00,0,0,35.35,85.65,5.356,53.56,0.398,1.844,1.329,1.179,5.367,-0.0025,0.0108,9.7992,-0.0231,-0.1101,0.1231,0.0848,LOW,0
19-07-2024 19:00,19-07-2024,19:00:00,0,0,35.35,79.89,5.324,53.24,0.374,1.841,1.325,1.177,5.418,0.0021,0.0078,9.7836,0.0101,0.0248,0.1448,0.1019,LOW,0
19-07-2024 20:00,19-07-2024,20:00:00,0,0,35.35,79.89,5.317,53.17,0.401,1.851,1.325,1.178,5.561,0.0052,-0.0058,9.789,-0.0457,-0.0201,-0.0505,0.0688,LOW,0
19-07-2024 21:00,19-07-2024,21:00:00,0,0,35.35,79.89,5.228,52.28,0.393,1.849,1.313,1.17,5.552,0.0084,-0.0285,9.8141,-0.1632,0.0647,-0.1242,0.0733,LOW,0
19-07-2024 22:00,19-07-2024,22:00:00,0,0,15.75,79.89,5.197,51.97,-0.065,1.843,1.309,1.168,5.485,0.0239,-0.028,9.7817,0.1063,-0.0571,-0.1461,0.1058,LOW,0
19-07-2024 23:00,19-07-2024,23:00:00,0,0,15.75,79.89,5.128,51.28,-0.13,1.842,1.3,1.163,5.343,0.0054,0.0175,9.7883,0.0898,-0.0424,0.1403,0.0344,LOW,0
20-07-2024 00:00,20-07-2024,00:00:00,0,0,14.37,79.89,5.055,50.55,-0.277,1.833,1.29,1.157,5.399,0.0099,-0.0114,9.7904,-0.1676,-0.1667,-0.1088,0.0965,LOW,0
20-07-2024 01:00,20-07-2024,01:00:00,0,0,12.32,79.89,4.965,49.65,-0.463,1.828,1.277,1.149,5.296,0.0115,-0.0167,9.823,-0.0008,-0.1845,-0.019,0.0455,LOW,0
20-07-2024 02:00,20-07-2024,02:00:00,0,0,12.32,79.89,4.881,48.81,-0.612,1.827,1.266,1.142,5.416,0.012,-0.0014,9.7585,0.1289,0.1305,0.0378,0.0076,LOW,0
20-07-2024 03:00,20-07-2024,03:00:00,0,0,12.32,79.89,4.789,47.89,-0.692,1.826,1.253,1.134,5.259,0.0051,0.0034,9.8082,0.0682,-0.0905,0.0113,0.0522,LOW,0
20-07-2024 04:00,20-07-2024,04:00:00,0,0,12.32,62.53,4.694,46.94,-0.77,1.833,1.24,1.126,5.42,0.0248,-0.0111,9.8113,0.0558,-0.0163,-0.1458,0.0025,LOW,0
20-07-2024 05:00,20-07-2024,05:00:00,0,0,12.32,62.53,4.636,46.36,-0.781,1.838,1.232,1.121,5.381,-0.0287,-0.0314,9.838,-0.129,0.008,-0.0231,0,LOW,0
20-07-2024 06:00,20-07-2024,06:00:00,0,0,6.99,62.53,4.588,45.88,-0.894,1.839,1.226,1.117,5.461,-0.0014,-0.0055,9.8211,-0.0636,-0.0346,-0.0493,0.0755,LOW,0
20-07-2024 07:00,20-07-2024,07:00:00,0,0,6.99,62.53,4.488,44.88,-0.985,1.829,1.212,1.109,5.37,0.0047,-0.0167,9.8288,-0.0024,-0.05,0.0183,0,LOW,0
20-07-2024 08:00,20-07-2024,08:00:00,0,0,6.99,62.53,4.398,43.98,-1.069,1.817,1.199,1.101,5.552,-0.0093,-0.0195,9.8249,0.0982,0.0071,0.0549,0.0184,LOW,0
20-07-2024 09:00,20-07-2024,09:00:00,0,0,6.99,62.53,4.334,43.34,-1.054,1.814,1.191,1.096,5.268,0.0214,0.0117,9.786,0.0333,0.0376,-0.0201,0,LOW,0
20-07-2024 10:00,20-07-2024,10:00:00,0,0,6.99,62.53,4.236,42.36,-1.091,1.809,1.177,1.087,5.275,-0.0309,-0.0204,9.7765,0.0469,0.0602,0.0902,0.0061,LOW,0
20-07-2024 11:00,20-07-2024,11:00:00,3.81,3.81,10.8,66.34,4.263,42.63,-1.067,1.806,1.182,1.091,5.435,-0.0056,0.0098,9.8196,0.1997,0.139,0.0774,0.0078,LOW,0
20-07-2024 12:00,20-07-2024,12:00:00,0,3.81,3.81,66.34,4.199,41.99,-1.256,1.817,1.174,1.086,5.5,-0.0259,0.0077,9.8096,0.0884,-0.015,0.0153,0,LOW,0
20-07-2024 13:00,20-07-2024,13:00:00,0,3.81,3.81,66.34,4.103,41.03,-1.342,1.813,1.16,1.078,5.42,-0.0062,-0.0008,9.8175,0.1373,0.0037,0.0847,0.0005,LOW,0
20-07-2024 14:00,20-07-2024,14:00:00,12.74,16.55,16.55,79.08,4.356,43.56,-1.041,1.809,1.199,1.104,5.431,-0.0121,0.0189,9.84,0.0732,0.0079,0.0475,0,LOW,0
20-07-2024 15:00,20-07-2024,15:00:00,0,16.55,16.55,76.11,4.35,43.5,-1.035,1.809,1.199,1.105,5.482,0.0045,0.0146,9.8105,0.1201,0.1885,-0.036,0,LOW,0
20-07-2024 16:00,20-07-2024,16:00:00,0,16.55,16.55,76.11,4.383,43.83,-1.006,1.807,1.205,1.109,5.532,0.0344,-0.0233,9.7932,0.0069,0.023,-0.0947,0.0243,LOW,0
20-07-2024 17:00,20-07-2024,17:00:00,0,12.74,16.55,76.11,4.37,43.7,-1.05,1.811,1.204,1.109,5.422,0.0202,0.001,9.8153,0.023,-0.06,0.0207,0.0032,LOW,0
20-07-2024 18:00,20-07-2024,18:00:00,0,12.74,16.55,70.78,4.344,43.44,-1.012,1.813,1.201,1.108,5.497,-0.0207,-0.0019,9.8032,-0.0432,-0.0087,-0.0526,0,LOW,0
20-07-2024 19:00,20-07-2024,19:00:00,6,18.75,22.55,76.78,4.476,44.76,-0.849,1.824,1.222,1.122,5.593,0.0071,0.0183,9.8583,-0.0057,0.0123,-0.1399,0,LOW,0
20-07-2024 20:00,20-07-2024,20:00:00,0,6,22.55,76.78,4.477,44.77,-0.84,1.823,1.223,1.124,5.311,-0.0076,-0.0291,9.8657,-0.0343,0.1199,-0.0719,0,LOW,0
20-07-2024 21:00,20-07-2024,21:00:00,0,6,22.55,76.78,4.494,44.94,-0.734,1.835,1.227,1.126,5.628,0.0133,0.0007,9.8109,0.0236,-0.0729,0.0254,0.0049,LOW,0
20-07-2024 22:00,20-07-2024,22:00:00,0,6,22.55,76.78,4.479,44.79,-0.719,1.84,1.226,1.126,5.62,0.0118,0.0022,9.804,-0.0134,0.0328,-0.0198,0,LOW,0
20-07-2024 23:00,20-07-2024,23:00:00,10.75,16.75,33.3,87.53,4.684,46.84,-0.444,1.844,1.257,1.148,5.378,0.0209,0.0172,9.8285,0.0063,0.2,0.1037,0.0256,LOW,0
21-07-2024 00:00,21-07-2024,00:00:00,0,16.75,33.3,82.53,4.707,47.07,-0.347,1.833,1.262,1.151,5.542,0.0241,0.0033,9.8367,-0.0609,-0.0847,0.0474,0.0321,LOW,0
21-07-2024 01:00,21-07-2024,01:00:00,18.58,29.33,51.88,101.11,5.134,51.34,0.169,1.821,1.327,1.195,5.296,0.0154,0.006,9.8175,0.056,0.0048,-0.1151,0.0343,LOW,0
21-07-2024 02:00,21-07-2024,02:00:00,0,29.33,51.88,101.11,5.217,52.17,0.336,1.812,1.34,1.205,5.517,-0.0024,0.0248,9.7904,0.1053,-0.0717,0.1496,0.0736,LOW,0
21-07-2024 03:00,21-07-2024,03:00:00,0,29.33,51.88,101.11,5.297,52.97,0.507,1.814,1.353,1.214,5.646,-0.0026,-0.0048,9.8003,-0.0616,-0.1499,-0.0442,0.0693,LOW,0
21-07-2024 04:00,21-07-2024,04:00:00,0,29.33,51.88,98.23,5.357,53.57,0.663,1.82,1.363,1.221,5.358,-0.0197,0.001,9.8052,-0.1037,0.1118,-0.2348,0.0977,LOW,0
21-07-2024 05:00,21-07-2024,05:00:00,0,18.58,51.88,98.23,5.421,54.21,0.786,1.824,1.374,1.229,5.393,0.0058,0.0072,9.8046,0.0374,-0.1484,0.0167,0.0586,LOW,0
21-07-2024 06:00,21-07-2024,06:00:00,0,18.58,51.88,98.23,5.482,54.82,0.893,1.825,1.384,1.236,5.528,0.0069,-0.0152,9.7717,-0.0496,0.0883,0.0484,0.1386,LOW,0
21-07-2024 07:00,21-07-2024,07:00:00,0,0,51.88,98.23,5.446,54.46,0.958,1.832,1.38,1.234,5.444,-0.0263,-0.022,9.835,-0.1571,-0.1515,-0.0247,0.1522,LOW,0
21-07-2024 08:00,21-07-2024,08:00:00,0,0,51.88,98.23,5.442,54.42,1.043,1.84,1.38,1.234,5.51,0.017,0.0047,9.8467,0.1298,0.0037,-0.0347,0.1049,LOW,0
21-07-2024 09:00,21-07-2024,09:00:00,0,0,51.88,98.23,5.421,54.21,1.087,1.839,1.378,1.233,5.781,-0.0042,0.0012,9.8175,-0.1085,0.0011,0.0245,0.1628,LOW,0
21-07-2024 10:00,21-07-2024,10:00:00,0,0,51.88,98.23,5.358,53.58,1.121,1.843,1.37,1.228,5.439,-0.0158,0.0276,9.8297,0.1406,-0.06,-0.1091,0.0951,LOW,0
21-07-2024 11:00,21-07-2024,11:00:00,0,0,48.07,98.23,5.31,53.1,1.047,1.846,1.363,1.225,5.301,0.0031,-0.0037,9.815,-0.1303,0.0549,-0.0635,0.1157,LOW,0
21-07-2024 12:00,21-07-2024,12:00:00,0,0,48.07,98.23,5.309,53.09,1.11,1.852,1.364,1.226,5.411,-0.0213,0.0065,9.7926,-0.0423,0.0344,-0.0224,0.1187,LOW,0
21-07-2024 13:00,21-07-2024,13:00:00,0,0,48.07,98.23,5.262,52.62,1.16,1.855,1.358,1.222,5.513,-0.0102,-0.017,9.8094,0.1169,0.0665,0.0323,0.1061,LOW,0
21-07-2024 14:00,21-07-2024,14:00:00,23.19,23.19,58.52,113.71,5.731,57.31,1.375,1.858,1.43,1.27,5.339,-0.0131,-0.0075,9.7798,-0.1059,-0.0548,-0.1053,0.187,LOW,0
21-07-2024 15:00,21-07-2024,15:00:00,0,23.19,58.52,113.71,5.808,58.08,1.459,1.855,1.442,1.279,5.411,-0.013,0.0241,9.8339,-0.0159,-0.0227,-0.0298,0.1283,LOW,0
21-07-2024 16:00,21-07-2024,16:00:00,0,23.19,58.52,110.42,5.86,58.6,1.477,1.858,1.451,1.285,5.636,-0.0156,-0.0188,9.8582,-0.1421,0.1556,0.0254,0.1442,LOW,0
21-07-2024 17:00,21-07-2024,17:00:00,0,23.19,58.52,110.42,5.931,59.31,1.561,1.857,1.463,1.294,5.691,-0.0035,0.0095,9.7807,0.0733,-0.0679,-0.1966,0.1729,LOW,0
21-07-2024 18:00,21-07-2024,18:00:00,0,23.19,58.52,110.42,5.987,59.87,1.642,1.851,1.472,1.3,5.448,0.0127,0.0194,9.8214,-0.0077,0.1693,-0.1241,0.166,LOW,0
21-07-2024 19:00,21-07-2024,19:00:00,0,23.19,52.52,110.42,6.015,60.15,1.539,1.854,1.477,1.304,5.452,-0.0156,-0.0024,9.8548,-0.028,-0.1237,-0.0976,0.2061,LOW,0
21-07-2024 20:00,21-07-2024,20:00:00,0,0,52.52,110.42,5.952,59.52,1.475,1.85,1.469,1.299,5.35,-0.0102,-0.0163,9.81,0,-0.0593,-0.0945,0.1824,LOW,0
21-07-2024 21:00,21-07-2024,21:00:00,0,0,52.52,110.42,5.866,58.66,1.372,1.85,1.457,1.292,5.529,-0.0155,0.017,9.8482,-0.0328,0.2111,0.1436,0.208,LOW,0
21-07-2024 22:00,21-07-2024,22:00:00,0,0,52.52,90.82,5.796,57.96,1.317,1.849,1.448,1.286,5.786,0.0129,0.0148,9.8477,0.0108,-0.1267,-0.1266,0.1204,LOW,0
21-07-2024 23:00,21-07-2024,23:00:00,5.44,5.44,47.21,96.26,5.883,58.83,1.2,1.847,1.462,1.296,5.456,-0.0057,-0.0004,9.7974,0.0546,0.0628,-0.038,0.1668,LOW,0
22-07-2024 00:00,22-07-2024,00:00:00,0,5.44,47.21,94.87,5.886,58.86,1.179,1.857,1.463,1.297,5.461,0.006,0.0077,9.7636,0.0093,-0.003,-0.1141,0.1532,LOW,0
22-07-2024 01:00,22-07-2024,01:00:00,0,5.44,28.63,92.83,5.821,58.21,0.687,1.868,1.455,1.292,5.561,-0.0063,-0.0093,9.82,0.0183,0.0088,-0.0525,0.1342,LOW,0
22-07-2024 02:00,22-07-2024,02:00:00,0,5.44,28.63,92.83,5.738,57.38,0.521,1.867,1.443,1.285,5.449,0.0224,-0.0094,9.821,-0.0767,0.0464,0.0174,0.1291,LOW,0
22-07-2024 03:00,22-07-2024,03:00:00,0,5.44,28.63,92.83,5.719,57.19,0.422,1.874,1.441,1.284,5.452,-0.0026,0.0001,9.7967,0.0219,0.05,0.0601,0.194,LOW,0
22-07-2024 04:00,22-07-2024,04:00:00,0,5.44,28.63,92.83,5.701,57.01,0.345,1.866,1.44,1.283,5.67,0.0167,-0.0003,9.8516,-0.0268,-0.0999,-0.0666,0.142,LOW,0
22-07-2024 05:00,22-07-2024,05:00:00,0,0,28.63,92.83,5.651,56.51,0.23,1.86,1.433,1.279,5.35,0.0135,-0.0201,9.8506,-0.0551,-0.0466,0.0356,0.0745,LOW,0
22-07-2024 06:00,22-07-2024,06:00:00,0,0,28.63,87.5,5.548,55.48,0.066,1.86,1.419,1.27,5.376,-0.0052,-0.0097,9.8651,0.0092,-0.1914,-0.0025,0.1494,LOW,0
22-07-2024 07:00,22-07-2024,07:00:00,0,0,28.63,87.5,5.495,54.95,0.049,1.855,1.412,1.266,5.585,-0.0104,-0.0184,9.816,-0.0035,-0.0025,-0.0336,0.1042,LOW,0
22-07-2024 08:00,22-07-2024,08:00:00,0,0,28.63,87.5,5.444,54.44,0.003,1.858,1.405,1.262,5.49,-0.0067,0.0125,9.8043,0.1082,0.0596,-0.0945,0.0956,LOW,0
22-07-2024 09:00,22-07-2024,09:00:00,0,0,28.63,87.5,5.403,54.03,-0.018,1.861,1.4,1.259,5.38,-0.0049,0.0069,9.8242,0.1034,-0.0064,0.1732,0.0957,LOW,0
22-07-2024 10:00,22-07-2024,10:00:00,0,0,28.63,87.5,5.344,53.44,-0.014,1.861,1.392,1.254,5.545,0.021,0.0066,9.8408,-0.0877,0.1346,0.0041,0.1214,LOW,0
22-07-2024 11:00,22-07-2024,11:00:00,0,0,28.63,87.5,5.263,52.63,-0.047,1.877,1.381,1.247,5.471,0.015,-0.0432,9.8247,0.0122,0.1119,-0.1313,0.0733,LOW,0
22-07-2024 12:00,22-07-2024,12:00:00,7.65,7.65,36.28,88.16,5.37,53.7,0.061,1.88,1.399,1.259,5.532,0.006,-0.0177,9.8264,-0.1315,-0.0047,-0.0649,0.1265,LOW,0
22-07-2024 13:00,22-07-2024,13:00:00,0,7.65,36.28,88.16,5.377,53.77,0.115,1.884,1.401,1.261,5.479,-0.0079,0.0049,9.7893,0.0259,0.1314,-0.0245,0.0855,LOW,0
22-07-2024 14:00,22-07-2024,14:00:00,0,7.65,13.09,88.16,5.336,53.36,-0.394,1.888,1.396,1.258,5.336,-0.0126,0.0188,9.8369,-0.1417,-0.0765,0.0543,0.1141,LOW,0
22-07-2024 15:00,22-07-2024,15:00:00,0,7.65,13.09,88.16,5.254,52.54,-0.554,1.883,1.384,1.25,5.641,-0.0218,0.006,9.8007,0.0487,0.1349,0.0058,0.1278,LOW,0
22-07-2024 16:00,22-07-2024,16:00:00,8.94,16.59,22.03,97.1,5.456,54.56,-0.404,1.896,1.416,1.272,5.718,-0.0052,0.0102,9.836,0.1912,0.1546,-0.0625,0.1113,LOW,0
22-07-2024 17:00,22-07-2024,17:00:00,0,16.59,22.03,97.1,5.479,54.79,-0.452,1.889,1.42,1.275,5.406,-0.0086,0.0083,9.7824,0.0227,-0.0661,-0.0802,0.077,LOW,0
22-07-2024 18:00,22-07-2024,18:00:00,0,8.94,22.03,97.1,5.484,54.84,-0.502,1.891,1.422,1.277,5.71,0.019,0.0069,9.8516,-0.028,0.0616,-0.063,0.1147,LOW,0
22-07-2024 19:00,22-07-2024,19:00:00,5.6,14.54,27.62,102.7,5.606,56.06,-0.409,1.897,1.441,1.29,5.505,0.0076,-0.0008,9.8118,-0.0002,-0.1695,0.1313,0.135,LOW,0
22-07-2024 20:00,22-07-2024,20:00:00,0,14.54,27.62,102.7,5.573,55.73,-0.379,1.904,1.437,1.288,5.155,-0.0006,-0.0146,9.8048,0.0285,0.065,0.0117,0.1106,LOW,0
22-07-2024 21:00,22-07-2024,21:00:00,0,14.54,27.62,102.7,5.572,55.72,-0.294,1.903,1.438,1.289,5.571,0.0123,0.0131,9.8143,-0.0889,-0.0961,0.1577,0.1612,LOW,0
22-07-2024 22:00,22-07-2024,22:00:00,0,5.6,27.62,102.7,5.543,55.43,-0.253,1.908,1.435,1.287,5.256,0.0192,0.009,9.7878,-0.0483,0.0405,0.0795,0.1339,LOW,0
22-07-2024 23:00,22-07-2024,23:00:00,2.7,8.29,24.88,105.39,5.521,55.21,-0.363,1.903,1.433,1.286,5.463,-0.0024,0.0061,9.7883,-0.049,-0.0501,0.0174,0.1707,LOW,0
23-07-2024 00:00,23-07-2024,00:00:00,0,8.29,24.88,105.39,5.455,54.55,-0.431,1.914,1.424,1.28,5.607,-0.0025,0.0037,9.7733,-0.0575,-0.0347,0.0569,0.1285,LOW,0
23-07-2024 01:00,23-07-2024,01:00:00,0,2.7,24.88,105.39,5.416,54.16,-0.405,1.914,1.419,1.277,5.58,-0.0208,-0.0098,9.8176,0.1457,-0.0561,0.0773,0.0915,LOW,0
23-07-2024 02:00,23-07-2024,02:00:00,15.35,18.04,40.23,120.74,5.736,57.36,-0.002,1.912,1.468,1.31,5.437,0.021,0.0182,9.841,-0.028,0.0558,0.0352,0.1517,LOW,0
23-07-2024 03:00,23-07-2024,03:00:00,0,18.04,40.23,120.74,5.812,58.12,0.093,1.91,1.481,1.319,5.6,0.0145,-0.0267,9.8162,0.0223,-0.1232,0.0107,0.1796,LOW,0
23-07-2024 04:00,23-07-2024,04:00:00,2.7,20.74,42.93,123.43,5.884,58.84,0.183,1.913,1.493,1.327,5.634,-0.0083,-0.0035,9.8209,0.0343,0.1282,-0.0366,0.2016,LOW,0
23-07-2024 05:00,23-07-2024,05:00:00,0,18.04,42.93,123.43,5.86,58.6,0.209,1.904,1.49,1.326,5.454,0.0144,0.0173,9.785,0.1184,-0.1265,-0.09,0.2218,LOW,0
