datetime_ist,date,time,cwc_rainfall_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_72h_mm,pore_pressure_kpa,pore_pressure_mbar,pressure_change_6h_kpa,pressure_change_24h_kpa,tilt_deg,pitch_deg,roll_deg,yaw_deg,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_dps,gyro_y_dps,gyro_z_dps,landslide_risk_score,landslide_risk_level,landslide_event,landslide_next_6h
2024-07-28 01:00:00,28-07-2024,01:00:00,0.0,11.83,42.4,69.6,2.184,21.84,0.1066,0.5921,9.617,1.136,0.917,5.467,0.0158,-0.0103,9.7738,0.047,0.0311,-0.0084,0.5966803071977261,HIGH,0,0
2024-07-28 02:00:00,28-07-2024,02:00:00,0.1,11.93,41.08,69.7,2.225,22.25,0.1448,0.6534,9.611,1.086,0.881,5.405,-0.0043,-0.0104,9.8597,-0.0573,0.0359,-0.0182,0.5917611061045353,HIGH,0,0
2024-07-28 03:00:00,28-07-2024,03:00:00,0.09,11.72,41.17,69.72,2.242,22.42,0.1928,0.6912,9.616,1.095,0.884,5.485,0.0201,-0.0058,9.828,0.0094,0.0511,0.0802,0.5942039723441077,HIGH,0,0
2024-07-28 04:00:00,28-07-2024,04:00:00,0.0,11.72,22.37,69.72,2.251,22.51,0.2337,0.4452,9.612,1.141,0.891,5.578,0.0056,0.0022,9.8435,-0.0004,0.0224,-0.0039,0.4667634705060617,MODERATE,0,0
2024-07-28 05:00:00,28-07-2024,05:00:00,0.04,11.71,22.28,69.76,2.235,22.35,0.2309,0.3683,9.615,1.148,0.884,5.605,0.0114,0.0142,9.8036,-0.0028,-0.0022,-0.0111,0.46456558427109873,MODERATE,0,0
2024-07-28 06:00:00,28-07-2024,06:00:00,0.03,0.26,22.31,69.77,2.21,22.1,0.0454,0.316,9.622,1.039,0.839,5.366,0.0065,0.0065,9.8152,0.0058,0.0091,0.0182,0.46233695791668505,MODERATE,0,0
2024-07-28 07:00:00,28-07-2024,07:00:00,0.0,0.26,22.21,61.11,2.187,21.87,0.0033,0.2251,9.649,1.136,0.898,5.408,0.0095,-0.0059,9.7662,0.0183,0.0389,0.0269,0.4597825057501043,MODERATE,0,0
2024-07-28 08:00:00,28-07-2024,08:00:00,0.0,0.16,22.14,61.08,2.159,21.59,-0.0662,0.1503,9.639,1.098,0.888,5.374,-0.0017,0.0007,9.8061,0.0536,-0.0468,0.049,0.4562613668362773,MODERATE,0,0
2024-07-28 09:00:00,28-07-2024,09:00:00,0.0,0.07,22.14,61.08,2.093,20.93,-0.1482,0.0421,9.636,1.078,0.887,5.378,0.0009,0.0001,9.8194,0.0265,-0.0018,-0.0023,0.44945431278027087,MODERATE,0,0
2024-07-28 10:00:00,28-07-2024,10:00:00,0.0,0.07,22.14,61.07,2.056,20.56,-0.1948,0.0306,9.629,1.13,0.876,5.37,-0.0233,0.0056,9.7854,-0.0125,0.0413,-0.01,0.4455434049635018,MODERATE,0,0
2024-07-28 11:00:00,28-07-2024,11:00:00,8.09,8.12,30.23,69.16,2.151,21.51,-0.084,0.1497,9.589,1.079,0.815,5.498,-0.0117,0.0078,9.8217,-0.0131,0.0146,-0.0195,0.5097568632835876,MODERATE,0,0
2024-07-28 12:00:00,28-07-2024,12:00:00,0.08,8.17,30.31,69.24,2.142,21.42,-0.0676,0.1716,9.584,1.07,0.911,5.617,0.0056,0.0007,9.8032,0.0175,-0.0452,0.0542,0.5092926804511811,MODERATE,0,0
2024-07-28 13:00:00,28-07-2024,13:00:00,1.19,9.36,21.75,70.38,2.177,21.77,-0.0101,0.11,9.579,1.122,0.902,5.58,0.0172,-0.008,9.8111,0.0056,0.0286,0.0029,0.4543720089415373,MODERATE,0,0
2024-07-28 14:00:00,28-07-2024,14:00:00,0.0,9.36,21.75,70.31,2.218,22.18,0.0593,0.1626,9.573,1.061,0.919,5.548,0.0095,-0.015,9.7883,-0.0038,-0.0131,0.034,0.45846041166975415,MODERATE,0,0
2024-07-28 15:00:00,28-07-2024,15:00:00,0.0,9.36,21.75,70.31,2.201,22.01,0.1079,0.1162,9.561,1.122,0.874,5.45,0.0013,0.0043,9.8281,-0.0485,0.0491,-0.0283,0.45650687855287725,MODERATE,0,0
2024-07-28 16:00:00,28-07-2024,16:00:00,0.04,9.4,21.75,70.29,2.212,22.12,0.1563,0.1316,9.558,1.108,0.947,5.524,-0.0135,-0.0033,9.8395,-0.0538,-0.0291,0.1345,0.4575789767205568,MODERATE,0,0
2024-07-28 17:00:00,28-07-2024,17:00:00,0.0,1.31,21.67,70.19,2.181,21.81,0.0298,0.1078,9.563,1.087,0.909,5.348,-0.0108,0.0124,9.7853,-0.0072,0.0744,-0.0302,0.4539500934627368,MODERATE,0,0
2024-07-28 18:00:00,28-07-2024,18:00:00,0.02,1.24,21.69,70.21,2.16,21.6,0.0179,0.0735,9.553,1.07,0.894,5.514,-0.0163,-0.0088,9.7724,0.0046,-0.0318,0.0248,0.4517593959207046,MODERATE,0,0
2024-07-28 19:00:00,28-07-2024,19:00:00,0.1,0.16,21.61,70.26,2.127,21.27,-0.0495,0.0503,9.555,1.125,0.888,5.467,-0.0009,-0.0065,9.8061,0.0239,-0.0017,-0.0941,0.4478723643512404,MODERATE,0,0
2024-07-28 20:00:00,28-07-2024,20:00:00,0.2,0.36,21.81,70.28,2.096,20.96,-0.122,0.0159,9.551,1.087,0.874,5.625,0.0115,-0.0118,9.8219,-0.0402,-0.0233,0.0545,0.44599369991292703,MODERATE,0,0
2024-07-28 21:00:00,28-07-2024,21:00:00,0.01,0.36,21.51,70.29,2.058,20.58,-0.1431,0.0094,9.542,1.099,0.856,5.567,-0.003,0.0058,9.8043,-0.0769,0.0383,-0.0168,0.4398976194191303,MODERATE,0,0
2024-07-28 22:00:00,28-07-2024,22:00:00,0.21,0.54,21.72,70.31,2.042,20.42,-0.1708,0.0244,9.537,1.049,0.922,5.562,-0.0146,-0.001,9.7796,-0.0104,0.0098,0.0329,0.43960426251849705,MODERATE,0,0
2024-07-28 23:00:00,28-07-2024,23:00:00,0.09,0.63,21.77,70.36,1.988,19.88,-0.1924,-0.0156,9.539,1.114,0.888,5.61,0.0282,0.0028,9.7836,-0.0547,-0.0177,0.0119,0.43445548374922693,MODERATE,0,0
2024-07-29 00:00:00,29-07-2024,00:00:00,0.06,0.67,10.34,70.41,1.939,19.39,-0.2212,-0.2255,9.542,1.106,0.866,5.651,0.004,0.0269,9.8506,0.0073,-0.0452,-0.0097,0.3514973124331884,MODERATE,0,0
2024-07-29 01:00:00,29-07-2024,01:00:00,0.13,0.7,10.48,70.51,1.906,19.06,-0.2211,-0.2774,9.551,1.082,0.927,5.519,0.0196,0.0211,9.8332,0.0435,-0.0471,0.0006,0.3492363698506018,MODERATE,0,0
2024-07-29 02:00:00,29-07-2024,02:00:00,0.16,0.66,10.53,70.67,1.862,18.62,-0.2336,-0.3624,9.546,1.077,0.901,5.542,-0.0198,0.0011,9.8214,0.0066,-0.0279,-0.089,0.3449860359205788,MODERATE,0,0
2024-07-29 03:00:00,29-07-2024,03:00:00,0.1,0.75,10.54,70.57,1.852,18.52,-0.206,-0.3894,9.55,1.164,0.93,5.392,-0.0013,0.0005,9.8284,-0.0157,0.0124,0.0456,0.34410233549708846,MODERATE,0,0
2024-07-29 04:00:00,29-07-2024,04:00:00,0.0,0.54,10.54,70.57,1.828,18.28,-0.2136,-0.423,9.554,1.126,0.894,5.434,0.011,-0.0041,9.7658,-0.0107,0.0217,-0.0567,0.3417178225191294,MODERATE,0,0
2024-07-29 05:00:00,29-07-2024,05:00:00,0.0,0.45,10.5,70.57,1.775,17.75,-0.2132,-0.4597,9.563,1.107,0.928,5.537,0.0191,-0.0179,9.7898,0.0102,-0.0091,0.017,0.33618203727941953,MODERATE,0,0
2024-07-29 06:00:00,29-07-2024,06:00:00,0.0,0.39,10.47,70.57,1.738,17.38,-0.2012,-0.4721,9.56,1.113,0.981,5.532,-0.0047,-0.0114,9.8,-0.0494,-0.0165,0.0558,0.332137737870159,MODERATE,0,0
2024-07-29 07:00:00,29-07-2024,07:00:00,0.02,0.28,10.49,70.59,1.72,17.2,-0.1861,-0.4668,9.56,1.102,0.885,5.575,0.0006,0.0007,9.8076,-0.0903,-0.0367,0.0272,0.3304323369753359,MODERATE,0,0
2024-07-29 08:00:00,29-07-2024,08:00:00,0.14,0.26,10.63,65.86,1.696,16.96,-0.1666,-0.4629,9.555,1.058,0.919,5.514,-0.012,-0.0157,9.8016,-0.0388,-0.0037,-0.0303,0.3288426908964312,MODERATE,0,0
2024-07-29 09:00:00,29-07-2024,09:00:00,0.0,0.16,10.63,65.86,1.662,16.62,-0.1898,-0.431,9.561,1.115,0.875,5.476,0.0024,-0.0208,9.7773,0.014,0.051,0.0146,0.325470574734004,MODERATE,0,0
2024-07-29 10:00:00,29-07-2024,10:00:00,0.0,0.16,10.63,57.0,1.629,16.29,-0.1988,-0.4269,9.562,1.08,0.941,5.586,0.0163,0.0204,9.8193,0.0172,0.0232,-0.0009,0.32211162687861133,MODERATE,0,0
2024-07-29 11:00:00,29-07-2024,11:00:00,0.22,0.38,2.76,54.24,1.616,16.16,-0.1592,-0.5349,9.562,1.067,0.9,5.511,-0.0064,0.0095,9.7968,-0.0467,0.0126,-0.0074,0.2670769545852889,LOW,0,0
2024-07-29 12:00:00,29-07-2024,12:00:00,0.0,0.38,2.68,54.24,1.555,15.55,-0.1825,-0.5869,9.605,1.141,0.95,5.565,0.0056,-0.0034,9.836,0.0265,0.0222,-0.0198,0.2610558751834794,LOW,0,0
2024-07-29 13:00:00,29-07-2024,13:00:00,17.6,17.95,19.09,71.84,1.807,18.07,0.0872,-0.3695,9.606,1.079,0.906,5.545,-0.0034,-0.012,9.8154,-0.051,0.0374,-0.061,0.39884091618254164,MODERATE,0,0
2024-07-29 14:00:00,29-07-2024,14:00:00,0.0,17.81,19.09,71.84,1.847,18.47,0.1516,-0.3706,9.606,1.111,0.882,5.465,0.0082,-0.0278,9.8357,-0.0083,0.0274,-0.0011,0.40293398227276817,MODERATE,0,0
2024-07-29 15:00:00,29-07-2024,15:00:00,0.05,17.86,19.14,71.86,1.914,19.14,0.252,-0.2869,9.673,1.102,0.973,5.302,0.0153,0.0041,9.8166,-0.0061,0.0758,0.0375,0.4113257869143078,MODERATE,0,0
2024-07-29 16:00:00,29-07-2024,16:00:00,0.0,17.86,19.1,71.86,1.947,19.47,0.3182,-0.265,9.672,1.116,0.93,5.639,0.0141,-0.0218,9.8315,-0.008,-0.0353,0.0388,0.41441177707814264,MODERATE,0,0
2024-07-29 17:00:00,29-07-2024,17:00:00,0.06,17.71,19.16,71.92,2.025,20.25,0.4094,-0.1553,9.668,1.089,0.886,5.456,-0.0113,0.0331,9.8268,0.0326,-0.0111,0.0092,0.4227313658152442,MODERATE,0,0
2024-07-29 18:00:00,29-07-2024,18:00:00,0.0,17.71,19.14,71.76,2.044,20.44,0.4889,-0.1159,9.669,1.096,0.897,5.551,0.016,0.0028,9.7781,-0.036,-0.0388,-0.0163,0.4245569250313672,MODERATE,0,0
2024-07-29 19:00:00,29-07-2024,19:00:00,0.03,0.14,19.07,71.74,2.014,20.14,0.207,-0.113,9.636,1.092,0.913,5.547,-0.0093,0.0014,9.8117,0.0862,-0.005,-0.0748,0.4204210044250116,MODERATE,0,0
2024-07-29 20:00:00,29-07-2024,20:00:00,0.21,0.35,19.08,71.84,2.001,20.01,0.1538,-0.0948,9.633,1.073,0.925,5.437,0.0095,-0.0182,9.8207,-0.0645,-0.0903,-0.079,0.41910550236144484,MODERATE,0,0
2024-07-29 21:00:00,29-07-2024,21:00:00,0.0,0.29,19.07,71.84,1.985,19.85,0.0711,-0.0728,9.623,1.115,0.91,5.427,-0.0112,0.0127,9.8096,0.0476,0.0108,0.0,0.4172217198120226,MODERATE,0,0
2024-07-29 22:00:00,29-07-2024,22:00:00,0.14,0.44,19.0,71.78,1.942,19.42,-0.0053,-0.0996,9.616,1.114,0.91,5.513,0.0107,-0.0005,9.8284,-0.0396,-0.0664,-0.0513,0.41221917612149334,MODERATE,0,0
2024-07-29 23:00:00,29-07-2024,23:00:00,0.01,0.39,18.93,71.7,1.888,18.88,-0.1374,-0.1003,9.607,1.119,0.917,5.578,0.0002,0.0182,9.7932,0.0127,-0.0197,-0.004,0.4060553759180633,MODERATE,0,0
2024-07-30 00:00:00,30-07-2024,00:00:00,0.0,0.39,18.87,71.69,1.846,18.46,-0.1985,-0.0933,9.604,1.071,0.923,5.558,-0.0103,-0.0124,9.8124,-0.0194,0.0547,0.0019,0.40129472497885615,MODERATE,0,0
2024-07-30 01:00:00,30-07-2024,01:00:00,4.98,5.35,23.72,76.59,1.888,18.88,-0.1268,-0.0187,9.643,1.078,0.868,5.426,0.0129,-0.0026,9.8708,0.0139,-0.0441,0.0229,0.4393839995677029,MODERATE,0,0
2024-07-30 02:00:00,30-07-2024,02:00:00,0.25,5.39,23.81,75.43,1.883,18.83,-0.1181,0.0207,9.634,1.092,0.898,5.493,-0.0198,0.0002,9.8159,0.0371,0.0428,-0.0038,0.4393260360910317,MODERATE,0,0
2024-07-30 03:00:00,30-07-2024,03:00:00,0.0,5.39,23.72,75.43,1.881,18.81,-0.1049,0.0284,9.628,1.083,0.884,5.477,-0.0157,-0.0038,9.8234,0.0023,0.0097,0.0496,0.43840023796625,MODERATE,0,0
2024-07-30 04:00:00,30-07-2024,04:00:00,0.02,5.27,23.73,56.65,1.889,18.89,-0.0532,0.0609,9.627,1.112,0.955,5.495,0.0105,-0.0131,9.8278,0.0736,-0.0494,-0.0126,0.4392692589381405,MODERATE,0,0
2024-07-30 05:00:00,30-07-2024,05:00:00,5.75,11.0,29.48,62.26,1.965,19.65,0.0772,0.1901,9.637,1.107,0.883,5.502,-0.0187,-0.0046,9.8017,-0.0161,-0.0375,0.0591,0.4864620693614481,MODERATE,0,0
2024-07-30 06:00:00,30-07-2024,06:00:00,0.0,11.0,29.48,62.26,1.948,19.48,0.1023,0.2102,9.67,1.094,0.891,5.503,-0.0067,0.0101,9.7936,-0.0266,0.0278,0.0575,0.4853109613515611,MODERATE,0,0
2024-07-30 07:00:00,30-07-2024,07:00:00,0.12,6.14,29.58,62.27,1.969,19.69,0.0815,0.2489,9.657,1.138,0.903,5.51,0.0028,-0.0129,9.7857,0.0001,0.0045,0.0236,0.48791040358024973,MODERATE,0,0
2024-07-30 08:00:00,30-07-2024,08:00:00,0.0,5.88,29.43,62.21,1.991,19.91,0.1078,0.2951,9.559,1.064,0.862,5.569,-0.0225,-0.009,9.8303,-0.0202,-0.0581,-0.0285,0.4873904950201987,MODERATE,0,0
2024-07-30 09:00:00,30-07-2024,09:00:00,16.53,22.41,45.96,78.74,2.237,22.37,0.3561,0.5743,9.547,1.059,0.93,5.528,0.0091,-0.0086,9.7774,0.0001,0.0014,0.0009,0.6251486374828256,HIGH,0,0
2024-07-30 10:00:00,30-07-2024,10:00:00,0.04,22.43,46.0,78.78,2.301,23.01,0.4116,0.6713,9.546,1.069,0.927,5.493,-0.0075,0.0299,9.8694,-0.0476,0.1112,-0.0753,0.6319526692497016,HIGH,0,0
2024-07-30 11:00:00,30-07-2024,11:00:00,0.09,16.78,45.88,78.87,2.353,23.53,0.3879,0.7372,9.607,1.179,0.928,5.431,0.0255,0.0196,9.8053,0.0309,0.0056,-0.0321,0.6375425139040203,HIGH,0,0
2024-07-30 12:00:00,30-07-2024,12:00:00,0.16,16.94,46.04,79.03,2.422,24.22,0.474,0.8667,9.634,1.081,0.913,5.46,0.0215,0.0166,9.8089,-0.0381,-0.0325,0.0006,0.6461763387400863,HIGH,0,0
2024-07-30 13:00:00,30-07-2024,13:00:00,0.1,16.92,28.54,69.38,2.43,24.3,0.4611,0.6228,9.54,1.064,0.868,5.47,-0.0292,-0.0211,9.8482,0.0447,-0.0603,0.0149,0.5258997850114333,MODERATE,0,0
2024-07-30 14:00:00,30-07-2024,14:00:00,0.0,16.92,28.54,69.38,2.446,24.46,0.4553,0.5988,9.542,1.098,0.881,5.422,-0.0057,0.0019,9.8273,0.0108,0.041,0.0148,0.5275726747856124,MODERATE,0,0
2024-07-30 15:00:00,30-07-2024,15:00:00,0.21,0.6,28.7,69.59,2.406,24.06,0.1699,0.4922,9.364,0.997,0.858,5.429,-0.0309,-0.0563,9.8833,-0.1457,0.1369,0.0176,0.5213974023717456,MODERATE,0,0
2024-07-30 16:00:00,30-07-2024,16:00:00,3.07,3.62,31.76,72.62,2.401,24.01,0.1007,0.4538,9.377,1.147,0.902,5.502,-0.0032,0.0215,9.8221,0.0374,0.0085,-0.0413,0.5419988442122144,MODERATE,0,0
2024-07-30 17:00:00,30-07-2024,17:00:00,5.17,8.71,36.88,77.71,2.508,25.08,0.1553,0.4831,9.382,1.092,0.886,5.491,-0.0077,0.0058,9.8183,-0.0074,-0.0572,0.0425,0.5879755388681911,HIGH,0,0
2024-07-30 18:00:00,30-07-2024,18:00:00,0.0,8.55,36.88,77.71,2.515,25.15,0.0926,0.4703,9.392,1.054,0.926,5.624,-0.0031,-0.0062,9.8055,0.0402,-0.0612,0.0191,0.588870142124423,HIGH,0,0
2024-07-30 19:00:00,30-07-2024,19:00:00,0.0,8.45,36.86,77.53,2.498,24.98,0.0676,0.4835,9.393,1.06,0.933,5.501,-0.0222,-0.0164,9.7589,0.0113,0.0779,-0.0012,0.587011941859342,HIGH,0,0
2024-07-30 20:00:00,30-07-2024,20:00:00,0.0,8.45,36.64,77.53,2.477,24.77,0.0307,0.4757,9.39,1.11,0.902,5.453,-0.0051,-0.0137,9.8199,0.0097,0.0751,0.0331,0.5833083198512724,HIGH,0,0
2024-07-30 21:00:00,30-07-2024,21:00:00,0.0,8.24,36.65,77.23,2.496,24.96,0.0892,0.5103,9.39,1.13,0.88,5.551,-0.0065,-0.0111,9.8273,-0.0871,-0.0819,-0.0145,0.5853207656670195,HIGH,0,0
2024-07-30 22:00:00,30-07-2024,22:00:00,0.0,5.18,36.51,77.23,2.508,25.08,0.1072,0.5664,9.369,1.055,0.883,5.504,-0.0028,-0.0125,9.8277,0.1321,-0.0076,-0.0013,0.5852188685237064,HIGH,0,0
2024-07-30 23:00:00,30-07-2024,23:00:00,4.93,4.93,41.42,82.11,2.571,25.71,0.0626,0.683,9.366,1.131,0.914,5.419,0.0007,0.0014,9.7936,-0.06,-0.0033,0.016,0.6251175092474015,HIGH,0,0
2024-07-31 00:00:00,31-07-2024,00:00:00,0.0,4.93,41.42,70.63,2.599,25.99,0.0844,0.7532,9.265,1.04,0.857,5.58,-0.0353,0.0008,9.8447,-0.0391,0.0348,0.0388,0.6261816569370937,HIGH,0,0
2024-07-31 01:00:00,31-07-2024,01:00:00,3.05,7.98,39.49,73.69,2.624,26.24,0.1262,0.7365,9.259,1.093,0.869,5.57,-0.0146,0.0224,9.7932,0.0698,-0.0732,-0.0247,0.6154626246115555,HIGH,0,0
2024-07-31 02:00:00,31-07-2024,02:00:00,7.49,15.47,46.72,81.07,2.711,27.11,0.2343,0.8281,9.321,1.055,0.914,5.639,0.0184,0.0258,9.8028,-0.009,0.0488,0.0061,0.6748077095876139,HIGH,0,0
2024-07-31 03:00:00,31-07-2024,03:00:00,3.220089601965836,18.690125442752173,49.94017920393167,84.20022400491459,2.837,28.37,0.3415,0.9567,9.317,1.031,0.876,5.517,0.0046,0.0044,9.766,0.0057,-0.0478,-0.0902,0.7096038581433419,HIGH,0,0
2024-07-31 04:00:00,31-07-2024,04:00:00,0.00018242561475551123,18.69025539586066,49.920364851229515,84.20045606403689,2.869,28.69,0.3608,0.9804,9.317,1.08,0.905,5.594,-0.0051,0.0076,9.8361,0.0386,0.0105,0.0549,0.7127430990161908,HIGH,0,0
2024-07-31 05:00:00,31-07-2024,05:00:00,18.410361931315556,32.17050670384178,62.590723862631116,102.57090482828889,3.168,31.68,0.5974,1.2032,9.365,1.134,0.905,5.552,0.0104,-0.0037,9.7807,0.0663,0.0369,-0.0809,0.7590001531980336,CRITICAL,0,0
2024-07-31 06:00:00,31-07-2024,06:00:00,1.2606997430068674,33.430979640209614,63.841399486013735,103.79174935751718,3.267,32.67,0.6683,1.3193,9.367,1.121,0.889,5.482,0.0,-0.0136,9.8124,-0.0243,-0.0297,-0.0223,0.7691661551094328,CRITICAL,0,0
2024-07-31 07:00:00,31-07-2024,07:00:00,0.06131832666048094,30.431845657324672,63.782636653320964,103.8532958166512,3.376,33.76,0.7517,1.4067,9.338,1.057,0.889,5.586,-0.0099,0.0007,9.8155,0.0402,0.0459,-0.0077,0.7798026418030176,CRITICAL,0,0
2024-07-31 08:00:00,31-07-2024,08:00:00,0.0024203577622090673,22.943388500867094,63.78484071552442,103.85605089440551,3.413,34.13,0.7014,1.4217,9.351,1.072,0.913,5.48,-0.0081,-0.0026,9.7413,-0.0081,-0.018,0.024,0.7838205396340521,CRITICAL,0,0
2024-07-31 09:00:00,31-07-2024,09:00:00,0.18433020202223613,19.91606228283113,47.44866040404447,104.0508255050556,3.492,34.92,0.6551,1.2558,9.348,1.08,0.928,5.391,0.009,0.0067,9.8236,-0.0827,-0.0516,-0.0236,0.7601786166089199,CRITICAL,0,0
2024-07-31 10:00:00,31-07-2024,10:00:00,0.007549337026567756,19.920569071837196,47.415098674053134,104.05887334256643,3.529,35.29,0.6598,1.2286,9.004,0.893,0.774,5.342,-0.0752,-0.0495,9.9004,-0.0831,0.3026,0.0759,0.7576015852825889,CRITICAL,0,0
2024-07-31 11:00:00,31-07-2024,11:00:00,2.2228257134345535,3.727955998808375,49.54565142686911,98.18206428358639,3.501,35.01,0.3329,1.1482,8.654,0.924,0.779,5.531,-0.0676,-0.0519,9.8264,0.027,-0.0456,0.0447,0.763034123882722,CRITICAL,0,0
2024-07-31 12:00:00,31-07-2024,12:00:00,0.021233731083299803,2.47972722351662,49.3924674621666,98.13308432770825,3.433,34.33,0.1659,1.0112,8.563,1.036,0.813,5.581,-0.0053,-0.0117,9.8616,-0.0544,0.0165,0.0646,0.7534079111115909,CRITICAL,0,0
2024-07-31 13:00:00,31-07-2024,13:00:00,0.10425651319020644,2.507959118466289,49.388513026380416,97.04564128297551,3.405,34.05,0.029,0.9746,8.555,1.073,0.923,5.479,-0.0156,-0.0279,9.8072,0.0389,-0.0474,-0.0666,0.7503731266544882,CRITICAL,0,0
2024-07-31 14:00:00,31-07-2024,14:00:00,0.05385574795501172,2.5353980471370163,49.427711495910025,97.09463936988752,3.397,33.97,-0.0151,0.9513,8.477,1.034,0.872,5.459,-0.0017,-0.0105,9.8364,-0.0063,-0.0297,0.0102,0.7484311313448786,HIGH,0,0
2024-07-31 15:00:00,31-07-2024,15:00:00,0.08250742438410327,2.3955103941377445,49.285014848768206,97.16626856096025,3.361,33.61,-0.131,0.9548,8.444,1.051,0.855,5.547,-0.016,-0.0083,9.8086,0.0119,0.06,0.0433,0.7431851731002936,HIGH,0,0
2024-07-31 16:00:00,31-07-2024,16:00:00,0.24317598980891134,2.562446385732476,46.41635197961782,97.33793997452229,3.356,33.56,-0.1728,0.955,8.437,1.088,0.898,5.492,0.0,-0.0008,9.8052,0.0298,0.0153,-0.059,0.7229731282901835,HIGH,0,0
2024-07-31 17:00:00,31-07-2024,17:00:00,5.439197173065841,5.700876042292178,46.61839434613168,102.7479929326646,3.372,33.72,-0.1292,0.8637,8.444,1.052,0.839,5.516,-0.0179,-0.0229,9.8063,-0.0567,-0.0479,0.1069,0.7261139018585963,HIGH,0,0
2024-07-31 18:00:00,31-07-2024,18:00:00,0.32404363017091303,5.875661082239278,46.828087260341825,102.98510907542727,3.368,33.68,-0.0656,0.8531,8.445,1.106,0.894,5.661,-0.0176,-0.0125,9.8037,-0.015,-0.0211,-0.0019,0.7271533592635886,HIGH,0,0
2024-07-31 19:00:00,31-07-2024,19:00:00,7.060959924814729,12.64134389474062,53.731919849629456,109.82739981203683,3.441,34.41,0.0363,0.9433,8.439,1.087,0.905,5.52,-0.0094,-0.0144,9.8072,-0.0139,-0.0139,-0.0736,0.7704232037288796,CRITICAL,0,0
2024-07-31 20:00:00,31-07-2024,20:00:00,0.4724749734200303,12.811464962788042,53.97494994684006,109.93118743355008,3.464,34.64,0.0663,0.9869,8.435,1.084,0.929,5.492,0.0093,0.0229,9.8299,-0.009,-0.0703,0.0332,0.772705390054583,CRITICAL,0,0
2024-07-31 21:00:00,31-07-2024,21:00:00,0.7098293724114129,13.117761121375977,54.35965874482282,110.38957343102854,3.459,34.59,0.098,0.9637,8.474,1.081,0.91,5.34,-0.0116,0.0143,9.829,-0.0114,0.0618,-0.0007,0.7728891918860293,CRITICAL,0,0
2024-07-31 22:00:00,31-07-2024,22:00:00,0.7923873955982945,13.239342353837612,54.704774791196584,110.61096848899574,3.458,34.58,0.1017,0.9495,8.474,1.037,0.872,5.436,0.005,0.0086,9.8243,-0.0148,-0.0014,0.0505,0.7727868652337737,CRITICAL,0,0
2024-07-31 23:00:00,31-07-2024,23:00:00,0.9871315372866802,8.251984152201352,50.164263074573356,111.00782884321671,3.419,34.19,0.0469,0.848,8.483,1.116,0.922,5.542,-0.0044,0.0072,9.8063,0.0125,-0.014,-0.0332,0.7558154931743986,CRITICAL,0,0
2024-08-01 00:00:00,01-08-2024,00:00:00,1.368352422555295,8.647693391577413,50.75670484511059,111.64588105638825,3.429,34.29,0.0612,0.8298,8.487,1.032,0.922,5.505,0.0271,0.0154,9.8394,-0.0134,-0.0736,-0.0524,0.7609528748248386,CRITICAL,0,0
2024-08-01 01:00:00,01-08-2024,01:00:00,1.4876406299878961,2.3146968819830542,48.2152812599758,112.13410157496975,3.382,33.82,-0.0596,0.7574,8.485,1.077,0.886,5.628,-0.0124,0.0099,9.8339,-0.0044,0.0686,-0.0008,0.7387653309540101,HIGH,0,0
2024-08-01 02:00:00,01-08-2024,02:00:00,1.6342549452352986,2.6179569233294178,41.1585098904706,112.51563736308826,3.327,33.27,-0.1364,0.6162,8.482,1.074,0.906,5.421,-0.0063,-0.0157,9.8212,0.0136,0.0579,0.0204,0.6849288695010315,HIGH,0,0
2024-08-01 03:00:00,01-08-2024,03:00:00,1.8358852238405705,2.8102393133767984,38.34177044768114,112.91971305960142,3.271,32.71,-0.1888,0.4333,8.485,1.092,0.938,5.528,0.0002,0.0023,9.852,0.0349,0.0155,0.0055,0.6600308045812562,HIGH,0,0
2024-08-01 04:00:00,01-08-2024,04:00:00,2.0097558781665645,3.05365822943319,38.68951175633313,113.35438969541642,3.234,32.34,-0.2239,0.3648,8.486,1.068,0.868,5.544,-0.0083,0.0061,9.8136,-0.0069,-0.0398,-0.0184,0.6586355167385644,HIGH,0,1
2024-08-01 05:00:00,01-08-2024,05:00:00,2.14394258754722,3.2415196225661074,20.547885175094443,113.68985646886804,3.13,31.3,-0.289,-0.0384,8.482,1.049,0.903,5.413,-0.0152,-0.0188,9.8326,0.048,0.0011,-0.0063,0.65,HIGH,0,1
2024-08-01 06:00:00,01-08-2024,06:00:00,2.2287176758327885,3.1902047461659033,19.46743535166558,113.90179418958196,3.044,30.44,-0.385,-0.2235,8.483,1.042,0.953,5.564,0.0001,0.0226,9.7666,0.0031,0.0136,-0.0267,0.65,HIGH,0,1
2024-08-01 07:00:00,01-08-2024,07:00:00,2.417714520619969,3.3208003288679566,19.625429041239936,114.11428630154992,3.009,30.09,-0.3722,-0.3665,8.485,1.145,0.885,5.568,-0.0197,-0.0264,9.8223,0.0792,-0.0246,0.1273,0.65,HIGH,0,1
2024-08-01 08:00:00,01-08-2024,08:00:00,2.4687176758327887,3.5202047461659034,19.807435351665575,114.13179418958197,3.4913098490216683,29.57,0.025732513679814717,-0.26011621868986295,12.617272262532964,1.13368098099231,0.9812127817642103,5.518,-0.0061,0.0098,9.7745,-0.0147,-0.0522,0.0472,0.65,HIGH,0,1
